lat,long
42.856940,-106.239170
39.769917,-121.824218
34.870000,-118.240000
39.505245,-121.559608
34.870000,-116.840000
38.030689,-121.869466
40.800161,-111.925893
32.795462,-116.972500
45.763303,-119.999507
38.788044,-121.231715
37.462178,-122.277933
41.961390,-106.393610
36.578773,-121.908968
37.142363,-113.563529
37.605189,-122.391045
37.393854,-122.114794
34.986416,-118.739072
46.102858,-118.921175
38.030774,-121.869504
45.493890,-118.832436
42.925000,-105.772001
43.391110,-123.300560
-0.000146,-0.000785
43.193188,-123.346531
32.884936,-117.200949
39.565556,-120.633889
44.101310,-112.515830
34.858327,-116.843514
40.588060,-111.967840
36.109577,-119.558091
37.129545,-122.172132
38.030456,-121.896862
39.807693,-111.830411
35.374083,-119.039782
33.765978,-118.103663
42.536083,-111.793873
37.420090,-121.730114
37.370000,-121.700000
38.019722,-122.235833
38.012778,-121.769665
34.508794,-117.918298
40.627330,-111.503870
32.854503,-116.968399
37.468662,-122.430239
35.475816,-118.987039
36.683240,-121.651205
37.748396,-121.415874
33.101173,-117.250399
33.818860,-118.222366
38.890364,-121.097544
34.207366,-119.249071
40.194810,-111.616470
40.825560,-112.895830
34.041253,-117.320618
46.609920,-120.495286
39.520766,-110.390445
37.500499,-121.987091
37.970776,-122.527124
46.150830,-123.910625
42.524940,-122.847030
42.715280,-111.872780
34.991871,-117.890005
38.216066,-122.112025
39.725494,-121.847188
34.041175,-117.320781
37.330000,-121.740057
32.799219,-117.240255
32.832850,-117.132105
39.030000,-120.610058
36.762784,-121.736478
33.115690,-117.089175
40.695678,-111.825469
40.522780,-112.351940
43.309384,-112.121360
34.051000,-117.589946
35.398393,-118.939625
34.986159,-118.738755
33.136516,-117.070292
40.594553,-124.135127
45.493890,-118.832564
37.230000,-119.330000
37.393935,-122.114735
38.844430,-121.166254
37.360000,-121.979943
35.379720,-119.098041
34.859466,-116.865469
35.304875,-119.614281
38.444777,-120.516801
33.821111,-118.241667
35.419167,-118.925778
36.109577,-119.557980
39.807830,-111.830220
32.784192,-117.137632
38.012353,-121.758406
34.000751,-118.378408
35.068401,-118.395789
41.683303,-109.903673
39.438734,-120.997847
37.745035,-121.936234
44.001060,-112.156180
38.659619,-120.946998
46.062193,-122.204373
46.138890,-118.930895
38.655416,-121.060290
40.681303,-112.014922
37.430850,-121.952999
37.685650,-113.084554
35.496111,-119.008889
35.008543,-120.453142
38.276590,-122.462014
42.168000,-121.822560
37.797435,-122.280907
40.767780,-111.930390
35.751920,-120.684163
37.328165,-121.902472
38.145561,-121.177439
33.128697,-117.197329
44.828033,-106.941736
45.567560,-122.557606
35.376775,-119.092486
35.376953,-119.078028
32.790699,-117.023147
36.719769,-119.766995
40.841670,-111.919380
36.013308,-121.167635
32.744083,-116.957184
38.022257,-122.537918
35.448654,-120.870306
37.919828,-121.240289
40.781043,-124.132063
44.120560,-121.282780
33.685126,-117.943596
32.993703,-117.077689
35.296668,-118.861630
39.106766,-122.109480
36.792525,-120.114116
36.902958,-121.755844
45.988060,-118.431390
38.369192,-120.796578
34.986499,-118.739028
39.510000,-121.490000
38.030607,-121.869167
33.938505,-116.576498
32.854859,-117.011851
42.656940,-105.420000
40.312220,-111.656589
46.107780,-118.918890
39.251247,-123.196582
42.250560,-122.792840
32.960090,-117.090107
37.500000,-122.040000
40.213772,-123.596586
46.071300,-118.304871
-0.000639,-0.000416
32.898779,-117.239878
36.762604,-121.736478
42.026670,-121.601670
40.694720,-111.919440
33.646014,-117.977534
35.351417,-119.985715
37.638968,-122.385837
45.713060,-120.203610
39.550000,-121.470000
42.390000,-123.431110
38.231082,-121.590412
37.930000,-122.040000
35.450054,-119.480000
46.175000,-123.756940
34.037454,-118.109265
38.739746,-120.677001
37.511677,-122.207677
33.285968,-116.958523
33.938661,-116.576390
40.144360,-111.590640
42.710560,-111.595219
38.903333,-121.308889
37.139170,-113.563060
38.030591,-121.869280
32.707517,-117.244926
35.688585,-119.689951
42.296110,-122.827159
37.871667,-122.272500
40.768863,-111.925342
36.309988,-119.798331
37.336052,-122.042805
37.747357,-121.598252
33.137022,-117.335374
42.156940,-112.311170
36.683240,-121.651317
34.860125,-116.853244
34.055569,-117.182538
40.905394,-124.072573
37.632564,-122.101181
40.749170,-111.607780
39.812222,-121.577778
40.288107,-112.358746
34.080660,-117.520693
36.269444,-119.648333
36.700798,-119.754486
33.369701,-117.554386
37.991649,-121.348603
40.331120,-111.760640
37.234159,-121.900152
39.142823,-123.192049
40.782782,-124.112480
40.800080,-111.925831
41.471621,-110.908806
33.852472,-118.393678
40.760000,-111.847220
39.505424,-121.559608
37.340844,-121.901177
46.393330,-120.304935
43.916280,-108.486390
37.336477,-121.879209
40.879444,-121.719722
43.021670,-105.835830
40.679529,-112.553929
41.704981,-121.276741
46.150830,-123.910495
32.804384,-116.920860
40.441190,-111.921449
34.509070,-117.918648
36.824298,-119.769224
34.508884,-117.918298
40.673033,-111.925062
36.824388,-119.769112
36.400000,-120.320056
36.472252,-119.188225
43.194440,-124.165622
34.859466,-116.865359
35.440683,-119.020727
43.294170,-122.472580
33.946196,-117.922353
41.978894,-122.335312
38.575613,-121.497588
42.429720,-123.170769
35.375699,-117.655868
36.472252,-119.188113
37.412500,-113.644720
35.420000,-119.300000
38.021507,-121.281010
41.879437,-112.196421
44.413060,-108.896670
38.056504,-120.533753
39.718793,-121.820961
44.409333,-108.919044
33.494981,-117.702958
38.165967,-122.253557
33.809003,-117.983546
40.495000,-111.898945
41.759355,-110.601653
43.332681,-122.702894
37.660000,-122.380000
40.767780,-111.930271
39.480000,-122.260000
40.138393,-122.208486
37.360000,-121.980057
41.095190,-112.043180
38.101498,-120.926469
-0.000072,-0.000209
43.465280,-111.835062
32.743978,-117.046372
33.309253,-117.334978
38.356520,-121.979510
43.130000,-123.371940
34.422300,-118.572276
36.446259,-119.799042
39.334560,-110.990720
36.792585,-119.827490
40.753700,-111.883890
41.985560,-122.360420
46.582140,-120.531006
33.975996,-118.147940
37.768872,-120.908104
36.867181,-120.328367
37.272923,-120.486751
37.974867,-120.320727
38.901317,-121.087726
39.654645,-121.635292
39.267657,-120.776138
36.309988,-119.798220
44.354390,-106.653690
41.312275,-110.831896
33.550076,-117.628202
40.070000,-121.149941
37.417428,-122.066251
38.030947,-121.869451
38.885303,-121.066753
38.065980,-122.195615
33.910197,-116.545492
34.986175,-118.738967
33.136516,-117.070185
37.335971,-122.042864
43.435830,-124.240218
38.108602,-122.568288
37.403674,-121.905616
40.434409,-122.267900
36.992347,-121.982254
41.104860,-112.045170
41.190280,-112.057220
39.791940,-110.770830
33.093183,-117.073581
38.776999,-122.742616
33.930594,-117.886428
40.468396,-111.948339
34.088145,-117.525691
38.020075,-122.061500
38.031028,-121.868938
40.659440,-111.807220
36.804073,-121.783905
32.702305,-117.182272
39.267836,-120.776138
37.797513,-122.280965
37.738787,-122.193834
37.059424,-121.194820
33.880000,-116.460000
39.170157,-121.661197
36.785519,-121.671051
33.050604,-117.285269
38.808811,-121.516115
40.819848,-123.826638
37.433031,-122.202835
36.653175,-121.629537
-0.000122,0.000375
44.732110,-123.009657
39.607876,-121.768445
46.474440,-117.621940
46.559440,-120.489104
40.559170,-112.274229
33.093264,-117.073637
42.093890,-122.071330
0.000312,0.000033
41.670830,-111.806390
37.480000,-121.980057
42.265740,-111.749879
32.779018,-117.156866
32.567539,-116.942495
34.041331,-117.320781
40.092030,-111.585712
33.128697,-117.197222
39.170076,-121.661137
38.030864,-121.869497
36.862648,-121.405808
36.568933,-119.418417
38.383223,-122.527892
39.931954,-122.187446
42.307500,-122.853951
38.947419,-121.091243
42.088890,-111.821940
35.398393,-118.939739
43.375533,-111.847844
34.190000,-117.320000
35.009163,-118.292346
42.007780,-121.316670
41.878240,-110.045121
35.092421,-118.878241
41.728800,-122.631790
33.285789,-116.958737
42.381670,-122.925621
32.959910,-117.089893
46.263610,-118.147500
38.517708,-121.951331
43.029693,-105.838954
40.318060,-111.701881
37.665470,-119.841331
43.450000,-106.332220
39.716250,-121.521127
37.605099,-122.391045
37.711238,-122.149035
39.331168,-121.192127
38.453137,-122.743728
32.733172,-117.173721
38.120033,-122.613744
36.860000,-121.759944
36.719002,-119.765766
41.191110,-111.986390
32.658118,-117.091687
33.770090,-118.249892
38.340000,-122.640057
37.645954,-118.915805
40.586552,-121.093959
37.085979,-121.013273
40.766390,-111.901880
37.186933,-120.490547
33.928884,-118.105463
35.756721,-117.380556
40.608890,-111.874660
38.345349,-122.299564
34.830000,-114.990000
39.725494,-121.847305
43.503224,-111.985640
43.352220,-124.182220
36.488535,-119.582345
38.234002,-122.636285
45.562780,-122.665280
43.798830,-123.040143
39.339604,-121.197378
36.863327,-120.337922
40.673033,-111.924938
33.125435,-117.116857
-0.000436,0.000079
37.366407,-121.843789
37.691277,-122.061118
33.928803,-118.105519
38.029918,-122.103005
36.569113,-119.418641
36.764004,-119.735993
40.495382,-124.099276
37.716505,-121.548766
38.445373,-121.826177
38.020000,-122.370057
45.437220,-117.284170
37.685650,-113.084326
33.211533,-117.334535
33.409472,-117.590641
38.058077,-121.375292
35.605001,-119.202593
37.919513,-121.676364
33.758230,-116.360795
38.655596,-121.060290
41.666670,-109.713060
40.767626,-111.930355
38.453137,-122.743608
37.772595,-120.825486
37.480000,-121.979943
35.060000,-119.020000
37.239910,-121.780113
40.739720,-111.886390
38.383223,-122.527778
33.869710,-118.333246
40.171215,-121.085128
37.342761,-118.472045
38.186111,-120.150000
40.758060,-112.005830
44.274447,-123.170009
33.896244,-118.372823
39.932035,-122.187385
35.615568,-120.679947
43.956670,-112.216670
38.198682,-120.015244
36.830054,-119.310000
32.884936,-117.200839
45.999720,-123.916045
42.483220,-110.121890
33.122818,-117.287925
43.985560,-123.010767
45.518021,-122.538046
37.416224,-122.030655
41.672561,-106.025601
38.300000,-121.870000
40.735830,-111.876220
37.868610,-109.318060
37.336477,-121.879096
45.522220,-122.560344
35.475816,-118.986929
46.036390,-118.338395
33.647155,-117.979546
40.782877,-124.180762
41.052702,-121.408781
-35.000000,-1103912181.000000
32.713308,-117.151402
33.742642,-117.171742
35.097222,-119.429722
36.850090,-121.760000
33.970000,-116.670000
38.116464,-121.422007
42.436151,-122.850237
36.226240,-119.834152
32.754973,-117.126027
37.860000,-120.000000
38.101498,-120.926354
44.002500,-121.330560
34.125227,-118.152319
35.688444,-119.276835
39.759999,-121.907011
36.680349,-119.799801
35.442343,-119.260327
37.490342,-122.213021
39.440000,-121.389942
35.451389,-118.985000
41.137694,-111.885250
32.815860,-117.088401
43.310773,-107.619871
35.373004,-120.855187
35.935614,-120.840499
32.804473,-116.920967
32.844517,-117.237044
39.716173,-121.521185
41.095190,-112.042940
38.709738,-122.907898
40.822310,-111.924050
33.563077,-117.673461
34.986607,-118.738855
36.748943,-121.605302
40.701500,-112.063580
40.527110,-111.905631
35.362132,-118.923620
37.459973,-122.400059
38.070000,-121.859943
40.883330,-111.902280
33.136885,-117.335549
38.150010,-121.812018
42.307500,-122.853829
36.621101,-120.177999
39.096051,-121.623831
42.733890,-122.515000
38.030811,-121.897033
35.756640,-117.380499
43.283060,-123.352002
36.822031,-119.858525
37.744944,-121.936120
33.818706,-118.222442
35.857137,-119.088726
40.992222,-121.975060
-0.000032,0.000382
34.468789,-119.884404
33.770000,-118.100000
38.020000,-122.160000
36.886866,-120.655928
42.747220,-123.410341
32.893904,-117.135529
45.783864,-120.532576
32.702484,-117.182059
36.779627,-120.729955
35.709477,-120.009676
37.908930,-122.056955
38.730279,-120.788047
-0.000696,0.000196
33.713543,-117.852520
38.914515,-121.015694
37.947042,-121.289119
41.848330,-123.966670
33.355940,-117.112096
37.535500,-121.856150
38.012353,-121.758176
42.427334,-123.321248
40.774530,-111.838449
36.620921,-120.178222
33.512867,-117.665601
37.342917,-118.471931
33.771446,-118.100773
36.720000,-120.750000
41.728980,-122.631550
43.272753,-122.447296
41.666030,-107.740670
36.605117,-119.375919
0.000549,-0.000183
32.894083,-117.135529
40.431670,-111.791670
46.393330,-120.305065
40.331030,-111.760640
37.905940,-122.208144
38.012778,-121.769779
39.405666,-123.327366
44.664630,-123.060407
38.689025,-121.737542
38.000000,-121.810000
41.759183,-110.601708
46.036390,-118.338265
38.776635,-122.742811
40.774530,-111.838211
36.611337,-119.639639
39.060090,-121.710115
0.000302,0.000123
37.605189,-122.391159
45.623928,-121.534597
46.389390,-120.787125
38.496510,-122.759375
40.753520,-111.883890
34.488234,-118.117814
41.759170,-110.601270
42.836683,-105.778933
37.370000,-120.640000
35.101771,-120.581106
37.748486,-121.415760
43.435830,-124.240342
39.143002,-123.191818
41.966940,-121.913330
44.040560,-121.299233
37.947223,-121.289119
38.947419,-121.091128
38.151417,-121.810802
36.974840,-120.635012
-0.000709,-0.000249
37.595544,-122.018262
40.765774,-111.905156
33.206382,-117.252855
37.801335,-121.223796
38.779268,-120.606523
32.883684,-117.222424
37.523239,-122.265026
42.334350,-122.869291
35.605001,-119.202482
42.967220,-123.353890
41.852780,-111.827840
38.164330,-112.250280
34.703767,-118.301800
37.000000,-119.705278
32.779018,-117.156755
40.281890,-111.675280
41.146413,-111.964198
41.073610,-111.958270
36.824478,-119.769224
37.807826,-121.276142
32.798367,-116.498315
40.441738,-111.833077
33.122737,-117.287870
36.709983,-119.538157
36.298510,-119.242336
40.671690,-112.546640
40.462102,-122.328061
38.237860,-112.227220
35.360177,-120.811564
35.600168,-121.115482
35.227222,-119.629722
46.059500,-122.262255
40.557220,-111.836611
35.340000,-117.130000
32.714377,-117.169442
37.130000,-121.560057
40.767610,-111.930473
37.233979,-121.900379
35.319192,-119.128598
45.677422,-118.781876
37.468743,-122.430180
43.996390,-112.476390
40.331053,-111.756879
32.795283,-116.972500
37.142363,-113.563411
42.042409,-106.161691
37.955266,-121.332421
44.664810,-123.060407
41.778420,-111.045380
37.941119,-122.707332
41.925560,-121.565770
35.449973,-119.479943
40.349310,-111.789220
34.300000,-114.230000
41.095370,-112.043180
34.109614,-116.411837
37.415486,-121.888564
38.444777,-120.516920
35.294997,-119.592111
37.800830,-121.620830
36.468298,-121.390283
-0.000734,0.000019
39.807740,-111.830103
35.774931,-119.974045
32.739034,-117.002647
33.900000,-116.580000
34.129718,-119.168995
33.068479,-117.141404
39.336020,-110.969054
44.307220,-120.853267
38.020000,-121.759943
40.768863,-111.925218
44.024413,-107.976325
41.271640,-110.973220
39.716095,-121.521127
46.303560,-119.874280
37.470000,-121.809943
40.528610,-111.864229
33.137302,-116.294378
38.343592,-123.044809
36.850000,-121.759888
40.666862,-112.029670
39.143002,-123.192049
33.312885,-117.467049
37.594584,-122.488928
34.300796,-119.185523
36.720110,-120.603287
46.596110,-120.577434
36.044075,-120.112696
40.681303,-112.014798
38.777016,-122.742503
33.869710,-118.333134
36.755556,-120.365556
38.777007,-122.742388
42.733060,-111.547220
37.711321,-121.715880
45.600560,-122.727496
36.599090,-121.877082
32.698743,-117.173193
35.400666,-119.035603
37.963141,-122.052361
38.078067,-121.286700
38.309704,-122.731531
40.588610,-111.915830
42.228830,-107.510890
40.623725,-122.462027
37.595544,-122.018034
42.286940,-123.230000
42.458060,-123.324501
37.925976,-122.369629
42.126390,-121.703610
32.978723,-117.031303
33.784437,-116.410368
35.388353,-119.004463
41.765830,-111.784500
37.700802,-121.733606
36.222455,-119.779777
39.267746,-120.776138
34.512456,-117.477102
33.960000,-116.630000
38.226944,-121.843611
-0.000286,0.000300
33.900000,-116.700000
41.312220,-110.863980
37.745125,-121.936120
37.041636,-122.025310
36.105863,-118.935169
41.648330,-109.499880
37.551444,-122.293078
33.549896,-117.628202
37.638968,-122.385955
34.008584,-117.949660
33.369782,-117.554330
40.448610,-111.803330
33.771769,-118.100832
35.376953,-119.077914
36.135997,-120.344557
43.373440,-124.283530
32.583329,-117.097162
34.355793,-116.855947
41.095370,-112.042940
38.245262,-122.041452
34.190000,-117.330000
36.719850,-119.766937
37.460000,-121.760000
39.951140,-112.049691
43.297220,-123.098330
35.856957,-119.088948
-0.000430,-0.000188
41.979848,-122.335969
36.592775,-119.989065
39.145906,-122.916845
37.908930,-122.057185
43.465280,-111.834938
38.775425,-121.858301
42.334530,-122.869291
37.963709,-121.290506
32.707338,-117.245139
39.822310,-111.896310
35.880348,-119.469848
37.788781,-122.289418
32.993703,-117.077800
34.986564,-118.738952
38.678232,-121.760143
39.096051,-121.623711
36.693976,-119.724970
36.653357,-121.629755
36.085115,-119.552823
46.587780,-120.398544
36.544759,-119.251776
43.272834,-122.447360
40.619021,-122.322260
41.307080,-111.933560
37.359996,-120.614762
33.998314,-117.678924
46.259170,-119.905280
37.292238,-121.935913
46.592113,-120.496818
34.422120,-118.572276
42.946670,-123.374440
34.990088,-117.542709
38.379084,-122.712022
43.683303,-111.911045
38.436831,-122.713370
35.372222,-119.017500
41.533330,-109.490220
43.210830,-123.318952
38.677220,-109.692030
43.029693,-105.838826
41.533154,-112.064977
40.091850,-111.585712
33.329081,-117.235523
36.704331,-119.882898
42.249170,-110.224110
